SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
5,24.5,539871,23,24,tcp,1540,-------,6,15122,16091,24780100,Router,server1,47.059851,47.059851,47.069974,0,328.204637,505434,1540,0.236321,0,47.039605,47.069974,1,50.027339,UDP-Flood
2,24.2,549256,2,21,tcp,1540,-------,3,15359,16091,24780100,clien-2,Switch1,47.758867,47.758867,47.76899,0,328.26404,505526,1540,0.236321,0,47.758867,47.789237,1,50.018467,UDP-Flood
3.2,24.45,53174,23,24,cbr,1500,-------,24,1933,8655,12982500,router,server1,50.594509,50.595349,50.605469,0.00084,962.684973,1444030,1500,0.123811,0.03204,50.573429,50.605469,1,9.99048,UDP-Flood
4.2,24.46,33974,4,21,cbr,192,-------,25,1434,10050,1929600,client-4,switch1,32.623429,32.623909,32.633924,0.00048,1118.27935,214710,192,0.018402,0.030735,32.623429,32.654164,1,9.987021,UDP-Flood
19.2,24.61,28140,22,23,cbr,692,-------,40,1079,9108,6302740,switch2,router,27.195798,27.19914,27.209195,0.003342,1016.418257,703362,692,0.060108,0.037449,27.185143,27.222592,1,9.960878,UDP-Flood
6,24.6,42417,6,21,tcp,1540,-------,7,1326,16091,24780100,clien-6,Switch1,5.202395,5.202395,5.212518,0,328.192835,505416,1540,0.236321,0,5.202395,5.232765,1,50.029102,Smurf
15.2,24.57,45089,23,24,cbr,1192,-------,36,1639,8655,10316800,router,server1,43.018469,43.019644,43.02974,0.001175,962.684973,1147520,1192,0.098389,0.033597,42.996143,43.02974,1,9.99048,UDP-Flood
8.2,24.5,17434,8,21,cbr,1500,-------,29,670,9108,13662000,client-8,switch1,17.237714,17.238194,17.248314,0.00048,1016.516723,1524780,1500,0.130291,0.03588,17.237714,17.273594,1,9.96001,UDP-Flood
16.2,24.58,71601,16,22,cbr,1500,-------,37,2743,9108,13662000,client-16,switch2,67.852571,67.852691,67.862811,0.00012,1016.430848,1524650,1500,0.130291,0.03264,67.852571,67.885211,1,9.960767,UDP-Flood
9.2,24.51,73770,23,24,cbr,1500,-------,30,2830,9108,13662000,router,server1,69.923691,69.926571,69.936691,0.00288,1016.496869,1524750,1500,0.130291,0.03612,69.900571,69.936691,1,9.960185,UDP-Flood
17.2,24.59,31272,22,23,cbr,1500,-------,38,1196,9108,13662000,switch2,router,30.121217,30.122897,30.133017,0.00168,1016.424609,1524640,1500,0.130291,0.0381,30.110857,30.148957,1,9.960822,UDP-Flood
11.2,24.53,11613,22,23,cbr,692,-------,32,449,9108,6302740,switch2,router,11.835798,11.838863,11.848918,0.003065,1016.449678,703384,692,0.060108,0.037172,11.825143,11.862315,1,9.960601,UDP-Flood
3.2,24.45,23827,3,21,cbr,1192,-------,24,869,8655,10316800,client-3,switch1,23.218143,23.218623,23.228718,0.00048,962.684973,1147520,1192,0.098389,0.032471,23.218143,23.250614,1,9.99048,UDP-Flood
18.2,24.6,58083,18,22,cbr,1500,-------,39,2112,8655,12982500,client-18,switch2,55.196857,55.197097,55.207217,0.00024,962.684973,1444030,1500,0.123811,0.032831,55.196857,55.229688,1,9.99048,UDP-Flood
15.2,24.57,1150,23,24,cbr,1192,-------,36,44,8655,10316800,router,server1,2.083809,2.1414,2.151495,0.057591,962.684973,1147520,1192,0.098389,0.124066,2.027429,2.151495,1,9.99048,UDP-Flood
2,24.16,47186,2,21,tcp,48304,-------,0,-1,210,10143840,client-2,switch1,45,45,45.015243,0,23.188498,1120097.206184,48304,0.096739,0.056214,45,45.056214,0,9.056214,HTTP-FLOOD
3.2,24.45,54273,23,24,cbr,1192,-------,24,1974,8655,10316800,router,server1,51.622128,51.623233,51.633328,0.001105,962.684973,1147520,1192,0.098389,0.032471,51.600857,51.633328,1,9.99048,UDP-Flood
8,24.8,258198,8,21,tcp,1540,-------,9,8020,16088,24775500,clien-8,Switch1,25.430397,25.430397,25.44052,0,328.11323,505294,1540,0.236278,0,25.430397,25.460766,1,50.031854,UDP-Flood
13.2,24.55,42405,23,24,cbr,1500,-------,34,1623,9108,13662000,router,server1,40.519663,40.522063,40.532183,0.0024,1016.443439,1524670,1500,0.130291,0.03504,40.497143,40.532183,1,9.960656,UDP-Flood
3.2,24.45,5227,21,23,cbr,1500,-------,24,191,8655,12982500,switch1,router,5.890526,5.890766,5.900886,0.00024,962.684973,1444030,1500,0.123811,0.03108,5.880286,5.911366,1,9.99048,UDP-Flood
5.2,24.47,363,23,24,cbr,1500,-------,26,12,9108,13662000,router,server1,1.313051,1.313291,1.323411,0.00024,1016.522962,1524780,1500,0.130291,0.03084,1.292571,1.323411,1,9.959955,UDP-Flood
10.2,24.52,54422,23,24,cbr,1500,-------,31,1978,8655,12982500,router,server1,51.750966,51.752116,51.762236,0.00115,962.684973,1444030,1500,0.123811,0.03295,51.729286,51.762236,1,9.99048,UDP-Flood
9.2,24.51,59525,21,23,cbr,1500,-------,30,2284,9108,13662000,switch1,router,56.599171,56.601571,56.611691,0.0024,1016.496869,1524750,1500,0.130291,0.03612,56.588571,56.624691,1,9.960185,UDP-Flood
10.2,24.52,9953,22,23,cbr,1500,-------,31,363,8655,12982500,switch2,router,10.257337,10.258417,10.268537,0.00108,962.684973,1444030,1500,0.123811,0.032951,10.246857,10.279808,1,9.99048,UDP-Flood
18,24.2,11822,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,12.015243,12.057185,12.072428,0.041942,22.988868,1506580,65535.2,0.131248,0.134856,12,12.134856,0,9.134856,Smurf
19.2,24.61,78481,22,23,cbr,1500,-------,40,3014,9108,13662000,switch2,router,74.445789,74.447589,74.457709,0.0018,1016.418257,1524630,1500,0.130291,0.03456,74.435429,74.469989,1,9.960878,UDP-Flood
5.2,24.47,23064,23,24,cbr,1500,-------,26,885,9108,13662000,router,server1,22.52628,22.52832,22.53844,0.00204,1016.522962,1524780,1500,0.130291,0.03444,22.504,22.53844,1,9.959955,UDP-Flood
10.2,24.52,45195,10,22,cbr,1192,-------,31,1644,8655,10316800,client-10,switch2,43.124571,43.125051,43.135147,0.00048,962.684973,1147520,1192,0.098389,0.033407,43.124571,43.157978,1,9.99048,UDP-Flood
12,24.12,410185,23,24,tcp,1540,-------,13,11862,16103,24798600,Router,server1,37.110944,37.110944,37.121067,0,328.491489,505876,1540,0.236498,0,37.090698,37.121067,1,50.021057,Smurf
17.2,24.59,77877,17,22,cbr,1500,-------,38,2989,9108,13662000,client-17,switch2,73.850286,73.850406,73.860526,0.00012,1016.424609,1524640,1500,0.130291,0.03288,73.850286,73.883166,1,9.960822,UDP-Flood
3.2,24.45,53593,23,24,cbr,1500,-------,24,1948,8655,12982500,router,server1,50.979794,50.980634,50.990754,0.00084,962.684973,1444030,1500,0.123811,0.03204,50.958714,50.990754,1,9.99048,UDP-Flood
12.2,24.54,44663,23,24,cbr,1500,-------,33,1622,8655,12982500,router,server1,42.632177,42.633328,42.643448,0.001151,962.684973,1444030,1500,0.123811,0.032591,42.610857,42.643448,1,9.99048,UDP-Flood
15.2,24.57,39312,23,24,cbr,1192,-------,36,1429,8655,10316800,router,server1,37.624469,37.625644,37.63574,0.001175,962.684973,1147520,1192,0.098389,0.033597,37.602143,37.63574,1,9.99048,UDP-Flood
16.2,24.58,52614,16,22,cbr,1500,-------,37,2010,9108,13662000,client-16,switch2,50.005714,50.005714,50.015834,0,1016.430848,1524650,1500,0.130291,0.138972,50.005714,50.144686,1,9.960767,UDP-Flood
9.2,24.51,16343,23,24,cbr,692,-------,30,629,9108,6302740,router,server1,16.237111,16.240416,16.250471,0.003305,1016.496869,703416,692,0.060108,0.036757,16.213714,16.250471,1,9.960185,UDP-Flood
1,24.1,244017,21,23,tcp,1540,-------,2,7613,16091,24780100,Switch1,Router,24.199195,24.199195,24.209318,0,328.297855,505578,1540,0.236321,0,24.189072,24.219442,1,50.013418,UDP-Flood
5.2,24.47,75248,5,21,cbr,1500,-------,26,2888,9108,13662000,client-5,switch1,71.363429,71.363669,71.373789,0.00024,1016.522962,1524780,1500,0.130291,0.03324,71.363429,71.396669,1,9.959955,UDP-Flood
5.2,24.47,5810,5,21,cbr,692,-------,26,227,9108,6302740,client-5,switch1,6.412571,6.413171,6.423227,0.0006,1016.522962,703434,692,0.060108,0.036527,6.412571,6.449098,1,9.959955,UDP-Flood
8.2,24.5,40989,8,21,cbr,1500,-------,29,1570,9108,13662000,client-8,switch1,39.180571,39.181051,39.191171,0.00048,1016.516723,1524780,1500,0.130291,0.03588,39.180571,39.216451,1,9.96001,UDP-Flood
10.2,24.52,73563,10,22,cbr,1192,-------,31,2679,8655,10316800,client-10,switch2,69.709286,69.709766,69.719861,0.00048,962.684973,1147520,1192,0.098389,0.033406,69.709286,69.742692,1,9.99048,UDP-Flood
10.2,24.52,61214,10,22,cbr,1500,-------,31,2225,8655,12982500,client-10,switch2,58.150714,58.150714,58.160834,0,962.684973,1444030,1500,0.123811,0.03048,58.150714,58.181194,1,9.99048,UDP-Flood
1.1,24.21,532573,21,23,cbr,1000,-------,22,2685,6250,6250000,Switch1,Router,46.49008,46.490186,46.500266,0.000106,124.944025,124944,1000,0.059605,0.000309,46.48,46.510549,25,75.0224,UDP-Flood
16.2,24.58,3134,22,23,cbr,1500,-------,37,121,9108,13662000,switch2,router,3.935954,3.936914,3.947034,0.00096,1016.430848,1524650,1500,0.130291,0.03264,3.925714,3.958354,1,9.960767,UDP-Flood
13.2,24.55,43503,22,23,cbr,1500,-------,34,1665,9108,13662000,switch2,router,41.531623,41.533543,41.543663,0.00192,1016.443439,1524670,1500,0.130291,0.03504,41.521143,41.556183,1,9.960656,UDP-Flood
6.2,24.48,53013,23,24,cbr,692,-------,27,2135,9588,6634900,router,server1,50.43761,50.437674,50.44773,0.000064,1066.08599,737732,692,0.063275,0.031016,50.416714,50.44773,1,9.993646,UDP-Flood
18.2,24.6,60135,18,22,cbr,1192,-------,39,2189,8655,10316800,client-18,switch2,57.123286,57.123766,57.133861,0.00048,962.684973,1147520,1192,0.098389,0.033692,57.123286,57.156978,1,9.99048,UDP-Flood
17.2,24.59,62701,22,23,cbr,1500,-------,38,2404,9108,13662000,switch2,router,59.524886,59.527766,59.537886,0.00288,1016.424609,1524640,1500,0.130291,0.036997,59.514286,59.551283,1,9.960822,UDP-Flood
4.2,24.46,74305,4,21,cbr,1500,-------,25,3142,10050,15075000,client-4,switch1,70.438857,70.439097,70.449217,0.00024,1118.27935,1677420,1500,0.143766,0.0306,70.438857,70.469457,1,9.987021,UDP-Flood
15.2,24.57,32274,22,23,cbr,1192,-------,36,1174,8655,10316800,switch2,router,31.062861,31.069782,31.079877,0.006921,962.684973,1147520,1192,0.098389,0.092,31.052286,31.144286,1,9.99048,UDP-Flood
1.2,24.43,37976,1,21,cbr,692,-------,22,1457,9108,6302740,client-1,switch1,36.401143,36.401743,36.411798,0.0006,1016.54293,703448,692,0.060108,0.036351,36.401143,36.437494,1,9.959779,UDP-Flood
11,24.12,26796,11,22,tcp,63561,-------,0,-1,210,13347810,client-11,switch2,26,26,26.015243,0,23.175081,1473031.323771,63561,0.127295,0.061457,26,26.061457,0,9.061457,HTTP-FLOOD
20,25,58244,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,55.434944,55.434944,55.465584,0,94.7212,5209.67,55,0.003716,0.071283,55.394301,55.465584,1.201267,75.999728,SIDDOS
7,24.7,195472,23,24,tcp,1540,-------,8,6099,16090,24778600,Router,server1,19.639595,19.639595,19.649718,0,328.167486,505378,1540,0.236307,0,19.619349,19.649718,1,50.029842,UDP-Flood
15.2,24.57,78233,22,23,cbr,1192,-------,36,2854,8655,10316800,switch2,router,74.214861,74.216516,74.226612,0.001655,962.684973,1147520,1192,0.098389,0.033597,74.204286,74.237883,1,9.99048,UDP-Flood
20,25,74869,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,70.973229,70.973229,70.983232,0,94.7212,5209.67,55,0.003716,0.071283,70.942589,71.013872,1.201267,75.999728,SIDDOS
16.2,24.58,54651,16,22,cbr,1500,-------,37,2091,9108,13662000,client-16,switch2,51.907429,51.907789,51.917909,0.00036,1016.430848,1524650,1500,0.130291,0.03552,51.907429,51.942949,1,9.960767,UDP-Flood
14.2,24.56,57060,22,23,cbr,1500,-------,35,2184,9108,13662000,switch2,router,54.25812,54.25836,54.26848,0.00024,1016.4372,1524660,1500,0.130291,0.03096,54.248,54.27896,1,9.960711,UDP-Flood
2.2,24.44,49506,23,24,cbr,1500,-------,23,1798,8655,12982500,router,server1,47.126817,47.139578,47.149698,0.012761,962.684973,1444030,1500,0.123811,0.043841,47.105857,47.149698,1,9.99048,UDP-Flood
10.2,24.52,32414,22,23,cbr,1500,-------,31,1175,8655,12982500,switch2,router,31.190834,31.190834,31.200954,0,962.684973,1444030,1500,0.123811,0.03048,31.180714,31.211194,1,9.99048,UDP-Flood
19.2,24.61,36928,22,23,cbr,692,-------,40,1415,9108,6302740,switch2,router,35.387798,35.39114,35.401195,0.003342,1016.418257,703362,692,0.060108,0.037449,35.377143,35.414592,1,9.960878,UDP-Flood
25,20,73369,25,23,tcp,576,-------,0,892977,7110,4092144,webcache,router,69.484016,69.508575,69.547791,0.024559,95.145988,54761.052361,575.547679,0.039026,0.113037,69.484016,69.597053,1.27255,75.999821,Smurf
16,24.18,28985,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,28.061942,28.098642,28.113885,0.0367,23.041765,1510050,65535.2,0.131248,0.113885,28,28.113885,0,9.113885,Smurf
0.2,24.42,55076,23,24,cbr,1500,-------,21,2107,9108,13662000,router,server1,52.367126,52.367726,52.377846,0.0006,1016.54917,1524820,1500,0.130291,0.03156,52.346286,52.377846,1,9.959724,UDP-Flood
11.2,24.53,10038,22,23,cbr,1500,-------,32,384,9108,13662000,switch2,router,10.372406,10.372406,10.382526,0,1016.449678,1524670,1500,0.130291,0.03048,10.362286,10.392766,1,9.960601,UDP-Flood
3.2,24.45,1508,23,24,cbr,1192,-------,24,59,8655,10316800,router,server1,2.433985,2.43509,2.445185,0.001105,962.684973,1147520,1192,0.098389,0.032471,2.412714,2.445185,1,9.99048,UDP-Flood
11.2,24.53,18689,23,24,cbr,1500,-------,32,718,9108,13662000,router,server1,18.43112,18.43412,18.44424,0.003,1016.449678,1524670,1500,0.130291,0.03624,18.408,18.44424,1,9.960601,UDP-Flood
24.1,1,385767,21,1,ack,55,-------,2,11229,16091,885005,Switch1,clien-1,35.236877,35.236877,35.246881,0,328.297902,18056.4,55,0.00844,0,35.216871,35.246881,1.030016,50.043427,UDP-Flood
18.2,24.6,76892,18,22,cbr,1500,-------,39,2803,8655,12982500,client-18,switch2,72.92,72.92036,72.93048,0.00036,962.684973,1444030,1500,0.123811,0.033311,72.92,72.953311,1,9.99048,UDP-Flood
10.2,24.52,56258,22,23,cbr,1192,-------,31,2044,8655,10316800,switch2,router,53.409433,53.410897,53.420993,0.001464,962.684973,1147520,1192,0.098389,0.033406,53.398857,53.432263,1,9.99048,UDP-Flood
11.2,24.53,37850,22,23,cbr,1500,-------,32,1447,9108,13662000,switch2,router,36.265097,36.265697,36.275817,0.0006,1016.449678,1524670,1500,0.130291,0.03192,36.254857,36.286777,1,9.960601,UDP-Flood
3.2,24.45,39018,23,24,cbr,1192,-------,24,1419,8655,10316800,router,server1,37.366556,37.367661,37.377756,0.001105,962.684973,1147520,1192,0.098389,0.03247,37.345286,37.377756,1,9.99048,UDP-Flood
2.2,24.44,51926,21,23,cbr,1500,-------,23,1885,8655,12982500,switch1,router,49.427691,49.427691,49.437811,0,962.684973,1444030,1500,0.123811,0.03036,49.417571,49.447931,1,9.99048,UDP-Flood
2.2,24.44,34889,2,21,cbr,1500,-------,23,1268,8655,12982500,client-2,switch1,33.492429,33.492789,33.502909,0.00036,962.684973,1444030,1500,0.123811,0.0318,33.492429,33.524229,1,9.99048,UDP-Flood
12.2,24.54,78862,12,22,cbr,1192,-------,33,2879,8655,10316800,client-12,switch2,74.846429,74.846909,74.857004,0.00048,962.684973,1147520,1192,0.098389,0.033501,74.846429,74.87993,1,9.99048,UDP-Flood
15.2,24.57,31467,15,22,cbr,1192,-------,36,1144,8655,10316800,client-15,switch2,30.281714,30.282194,30.29229,0.00048,962.684973,1147520,1192,0.098389,0.033597,30.281714,30.315311,1,9.99048,UDP-Flood
15.2,24.57,21780,22,23,cbr,1500,-------,36,792,8655,12982500,switch2,router,21.302074,21.303034,21.313154,0.00096,962.684973,1444030,1500,0.123811,0.032711,21.291714,21.324425,1,9.99048,UDP-Flood
5.2,24.47,52407,21,23,cbr,1500,-------,26,2007,9108,13662000,switch1,router,49.869909,49.871589,49.881709,0.00168,1016.522962,1524780,1500,0.130291,0.03444,49.859429,49.893869,1,9.959955,UDP-Flood
4.2,24.46,14550,21,23,cbr,1500,-------,25,616,10050,15075000,switch1,router,14.610526,14.610526,14.620646,0,1118.27935,1677420,1500,0.143766,0.03048,14.600286,14.630766,1,9.987021,UDP-Flood
6.2,24.48,73734,21,23,cbr,692,-------,27,2975,9588,6634900,switch1,router,69.89713,69.897554,69.90761,0.000424,1066.08599,737732,692,0.063275,0.031016,69.886714,69.91773,1,9.993646,UDP-Flood
11.2,24.53,18210,11,22,cbr,1500,-------,32,696,9108,13662000,client-11,switch2,17.969143,17.969143,17.979263,0,1016.449678,1524670,1500,0.130291,0.03048,17.969143,17.999623,1,9.960601,UDP-Flood
13.2,24.55,77246,22,23,cbr,1500,-------,34,2965,9108,13662000,switch2,router,73.275383,73.276103,73.286223,0.00072,1016.443439,1524670,1500,0.130291,0.03216,73.265143,73.297303,1,9.960656,UDP-Flood
7.2,24.49,78190,7,21,cbr,1500,-------,28,3157,9588,14382000,client-7,switch1,74.151571,74.151691,74.161811,0.00012,1066.08599,1599130,1500,0.137157,0.03072,74.151571,74.182291,1,9.993646,UDP-Flood
19.2,24.61,8971,23,24,cbr,1500,-------,40,343,9108,13662000,router,server1,9.359846,9.361286,9.371406,0.00144,1016.418257,1524630,1500,0.130291,0.03312,9.338286,9.371406,1,9.960878,UDP-Flood
7,24.7,332293,7,21,tcp,1540,-------,8,9884,16090,24778600,clien-7,Switch1,31.113858,31.113858,31.123981,0,328.167486,505378,1540,0.236307,0.001723,31.113858,31.14595,1,50.029842,Smurf
8.2,24.5,68275,8,21,cbr,1500,-------,29,2616,9108,13662000,client-8,switch1,64.780571,64.780571,64.790691,0,1016.516723,1524780,1500,0.130291,0.03108,64.780571,64.811651,1,9.96001,UDP-Flood
14.2,24.56,59395,14,22,cbr,692,-------,35,2279,9108,6302740,client-14,switch2,56.442286,56.442886,56.452941,0.0006,1016.4372,703375,692,0.060108,0.037763,56.442286,56.480049,1,9.960711,UDP-Flood
11.2,24.53,66762,23,24,cbr,692,-------,32,2561,9108,6302740,router,server1,63.34149,63.344831,63.354886,0.003341,1016.449678,703384,692,0.060108,0.037172,63.317714,63.354886,1,9.960601,UDP-Flood
9,24.9,252616,23,24,tcp,1540,-------,10,7881,16085,24770900,Router,server1,25.019264,25.019264,25.029387,0,328.063862,505218,1540,0.236234,0,24.999018,25.029387,1,50.030088,UDP-Flood
5.2,24.47,48331,23,24,cbr,1500,-------,26,1851,9108,13662000,router,server1,46.07828,46.133234,46.143354,0.054954,1016.522962,1524780,1500,0.130291,0.087354,46.056,46.143354,1,9.959955,UDP-Flood
24.9,9,40225,24,23,ack,55,-------,10,1247,16085,884675,server1,Router,4.994331,4.994331,5.004334,0,328.064183,18043.5,55,0.008437,0,4.994331,5.024341,1.030058,50.060098,UDP-Flood
11.2,24.53,28580,23,24,cbr,1500,-------,32,1094,9108,13662000,router,server1,27.64568,27.64724,27.65736,0.00156,1016.449678,1524670,1500,0.130291,0.03336,27.624,27.65736,1,9.960601,UDP-Flood
24.2,2,473424,21,2,ack,55,-------,3,13438,16091,885005,Switch1,clien-2,41.962171,41.962171,41.972174,0,328.26412,18054.5,55,0.00844,0,41.942165,41.972174,1.030022,50.048477,UDP-Flood
17.2,24.59,71306,22,23,cbr,1500,-------,38,2733,9108,13662000,switch2,router,67.57048,67.57276,67.58288,0.00228,1016.424609,1524640,1500,0.130291,0.03576,67.56,67.59576,1,9.960822,UDP-Flood
10.2,24.52,677,23,24,cbr,1500,-------,31,26,8655,12982500,router,server1,1.662863,1.663463,1.673583,0.0006,962.684973,1444030,1500,0.123811,0.03144,1.642143,1.673583,1,9.99048,UDP-Flood
11.2,24.53,26841,23,24,cbr,1500,-------,32,1028,9108,13662000,router,server1,26.079231,26.136797,26.146917,0.057566,1016.449678,1524670,1500,0.130291,0.13206,26.014857,26.146917,1,9.960601,UDP-Flood
17.2,24.59,5194,17,22,cbr,1500,-------,38,199,9108,13662000,client-17,switch2,5.827429,5.827549,5.837669,0.00012,1016.424609,1524640,1500,0.130291,0.03288,5.827429,5.860309,1,9.960822,UDP-Flood
7.2,24.49,22705,7,21,cbr,1500,-------,28,914,9588,14382000,client-7,switch1,22.138857,22.139097,22.149217,0.00024,1066.08599,1599130,1500,0.137157,0.03096,22.138857,22.169817,1,9.993646,UDP-Flood
20,25,63710,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,60.477245,60.477245,60.507885,0,94.7212,5209.67,55,0.003716,0.071283,60.477245,60.548528,1.201267,75.999728,SIDDOS
15.2,24.57,4006,22,23,cbr,1192,-------,36,149,8655,10316800,switch2,router,4.735004,4.736659,4.746755,0.001655,962.684973,1147520,1192,0.098389,0.033596,4.724429,4.758025,1,9.99048,UDP-Flood
13.2,24.55,2678,13,22,cbr,1500,-------,34,102,9108,13662000,client-13,switch2,3.486857,3.486857,3.496977,0,1016.443439,1524670,1500,0.130291,0.03072,3.486857,3.517577,1,9.960656,UDP-Flood
5.2,24.47,20862,5,21,cbr,1500,-------,26,799,9108,13662000,client-5,switch1,20.456,20.45612,20.46624,0.00012,1016.522962,1524780,1500,0.130291,0.03204,20.456,20.48804,1,9.959955,UDP-Flood
13.2,24.55,67713,23,24,cbr,1500,-------,34,2594,9108,13662000,router,server1,64.217229,64.218909,64.229029,0.00168,1016.443439,1524670,1500,0.130291,0.0336,64.195429,64.229029,1,9.960656,UDP-Flood
9,24.1,62111,9,21,ping,65535,-------,0,-1,210,13762400,client-9,switch1,59,59,59.015243,0,23.00207,1507450,65535.2,0.131248,0.129613,59,59.129613,0,9.129613,Smurf
10.2,24.52,25077,10,22,cbr,1500,-------,31,911,8655,12982500,client-10,switch2,24.374,24.37412,24.38424,0.00012,962.684973,1444030,1500,0.123811,0.03144,24.374,24.40544,1,9.99048,UDP-Flood
9.2,24.51,754,23,24,cbr,1500,-------,30,33,9108,13662000,router,server1,1.753949,1.756229,1.766349,0.00228,1016.496869,1524750,1500,0.130291,0.03492,1.731429,1.766349,1,9.960185,UDP-Flood
11.2,24.53,29207,22,23,cbr,1500,-------,32,1116,9108,13662000,switch2,router,28.219263,28.219263,28.229383,0,1016.449678,1524670,1500,0.130291,0.03048,28.209143,28.239623,1,9.960601,UDP-Flood
13.2,24.55,22946,13,22,cbr,1500,-------,34,878,9108,13662000,client-13,switch2,22.357714,22.357954,22.368074,0.00024,1016.443439,1524670,1500,0.130291,0.0336,22.357714,22.391314,1,9.960656,UDP-Flood
7.2,24.49,34939,23,24,cbr,692,-------,28,1407,9588,6634900,router,server1,33.563665,33.56373,33.573785,0.000065,1066.08599,737732,692,0.063275,0.031071,33.542714,33.573785,1,9.993646,UDP-Flood
8.2,24.5,33279,23,24,cbr,692,-------,29,1277,9108,6302740,router,server1,32.075649,32.128022,32.138077,0.052373,1016.516723,703430,692,0.060108,0.125506,32.012571,32.138077,1,9.96001,UDP-Flood
18.2,24.6,55839,18,22,cbr,1500,-------,39,2025,8655,12982500,client-18,switch2,53.013571,53.013571,53.023691,0,962.684973,1444030,1500,0.123811,0.128989,53.013571,53.14256,1,9.99048,UDP-Flood
